system_id,object_id,name,class,parent_object_id,is_moon,local_x,local_y,ore_richness,fuel_richness,habitability,risk,artifact_flag,artifact_type
120,2,Talios Arc-20 II-a,IM,1,1,33,20,0,2,34,40,0,
121,0,Talios Verge-81 I,IC,,0,24,30,1,1,51,43,0,
121,1,Talios Verge-81 II,RP,,0,26,33,3,1,76,31,0,
122,0,Luyten Reach-02 I,RP,,0,29,28,3,2,69,30,0,
122,1,Luyten Reach-02 II,RP,,0,30,31,0,1,72,30,0,
122,2,Luyten Reach-02 II-a,RM,1,1,31,33,1,3,52,39,0,
123,0,96 G. Psc I,DP,,0,22,29,3,0,55,59,0,
123,1,96 G. Psc II,RP,,0,25,17,3,2,82,38,0,
125,0,Arcturon Expanse-58 I,IC,,0,28,21,0,1,43,46,0,
125,1,Arcturon Expanse-58 II,RP,,0,18,29,1,1,72,40,0,
125,2,Arcturon Expanse-58 III,DP,,0,26,14,3,0,52,56,0,
125,3,Arcturon Expanse-58 I-a,IM,0,1,29,21,2,2,55,55,0,
127,0,Serpentis Reach-58 I,RP,,0,21,29,2,2,37,53,0,
128,0,Luyten Verge-41 I,RP,,0,30,23,2,2,62,26,0,
128,1,Luyten Verge-41 I-a,IM,0,1,32,25,3,3,32,45,0,
129,0,Nomad Arc-15 I,DP,,0,21,27,1,1,52,62,0,
129,1,Nomad Arc-15 II,RP,,0,26,33,1,0,68,36,0,
130,0,Nadir Sector-98 I,RP,,0,30,25,1,1,68,27,0,
130,1,Nadir Sector-98 II,RP,,0,30,19,3,1,57,36,0,
130,2,Nadir Sector-98 III,IC,,0,14,25,1,0,37,43,0,
130,3,Nadir Sector-98 III-a,RM,2,1,16,24,1,0,60,30,0,
131,0,Arcturon Expanse-67 I,IC,,0,20,25,1,2,51,47,0,
131,1,Arcturon Expanse-67 I-a,RM,0,1,20,25,3,1,68,44,0,
132,0,Aurigon Arc-74 I,DP,,0,30,25,1,1,51,52,0,
132,1,Aurigon Arc-74 II,RP,,0,29,18,2,1,59,33,0,
132,2,Aurigon Arc-74 III,RP,,0,14,24,1,2,63,30,0,
132,3,Aurigon Arc-74 IV,RP,,0,11,25,1,1,58,37,0,
132,4,Aurigon Arc-74 V,RP,,0,22,42,1,1,70,26,0,
132,5,Aurigon Arc-74 I-a,RM,0,1,31,26,2,0,61,38,0,
132,6,Aurigon Arc-74 II-a,IM,1,1,29,17,0,1,29,42,0,
133,0,Epsara Sector-75 I,GG,,0,25,30,0,3,12,73,0,
133,1,Epsara Sector-75 Asteroid,AS,,0,32,29,2,1,36,62,0,
133,2,Epsara Sector-75 I-a,RM,0,1,26,29,1,0,64,40,0,
133,3,Epsara Sector-75 I-b,RM,0,1,25,30,2,0,70,33,0,
134,0,Koros Arc-62 I,RP,,0,25,30,1,1,60,35,0,
135,0,Cygnera Cluster-40 I,RP,,0,27,30,3,0,69,32,0,
135,1,Cygnera Cluster-40 I-a,IM,0,1,29,30,1,0,28,40,0,
